Species	Protein ID	Family	Genome/EST	Category
Zea mays	GRMZM2G093281_P01	C3H	Genome	TF
Zea mays	GRMZM2G093281_P02	C3H	Genome	TF
Zea mays	GRMZM2G093404_P01	C3H	Genome	TF
Zea mays	GRMZM2G093721_P01	C3H	Genome	TF
Zea mays	GRMZM2G093721_P02	C3H	Genome	TF
Zea mays	GRMZM2G095198_P01	C3H	Genome	TF
Zea mays	GRMZM2G095198_P02	C3H	Genome	TF
Zea mays	GRMZM2G095198_P03	C3H	Genome	TF
Zea mays	GRMZM2G095198_P04	C3H	Genome	TF
Zea mays	GRMZM2G095198_P05	C3H	Genome	TF
Zea mays	GRMZM2G096399_P01	C3H	Genome	TF
Zea mays	GRMZM2G098715_P01	C3H	Genome	TF
Zea mays	GRMZM2G099622_P03	C3H	Genome	TF
Zea mays	GRMZM2G100794_P01	C3H	Genome	TF
Zea mays	GRMZM2G107491_P01	C3H	Genome	TF
Zea mays	GRMZM2G107491_P02	C3H	Genome	TF
Zea mays	GRMZM2G107491_P03	C3H	Genome	TF
Zea mays	GRMZM2G110402_P01	C3H	Genome	TF
Zea mays	GRMZM2G110402_P02	C3H	Genome	TF
Zea mays	GRMZM2G110402_P03	C3H	Genome	TF
Zea mays	GRMZM2G114688_P01	C3H	Genome	TF
Zea mays	GRMZM2G116416_P01	C3H	Genome	TF
Zea mays	GRMZM2G119640_P01	C3H	Genome	TF
Zea mays	GRMZM2G119640_P02	C3H	Genome	TF
Zea mays	GRMZM2G119640_P04	C3H	Genome	TF
Zea mays	GRMZM2G119640_P06	C3H	Genome	TF
Zea mays	GRMZM2G122777_P01	C3H	Genome	TF
Zea mays	GRMZM2G122777_P02	C3H	Genome	TF
Zea mays	GRMZM2G123876_P01	C3H	Genome	TF
Zea mays	GRMZM2G124476_P01	C3H	Genome	TF
Zea mays	GRMZM2G124476_P02	C3H	Genome	TF
Zea mays	GRMZM2G126197_P01	C3H	Genome	TF
Zea mays	GRMZM2G128293_P02	C3H	Genome	TF
Zea mays	GRMZM2G132281_P01	C3H	Genome	TF
Zea mays	GRMZM2G132749_P01	C3H	Genome	TF
Zea mays	GRMZM2G132749_P02	C3H	Genome	TF
Zea mays	GRMZM2G146047_P01	C3H	Genome	TF
Zea mays	GRMZM2G146047_P02	C3H	Genome	TF
Zea mays	GRMZM2G146047_P03	C3H	Genome	TF
Zea mays	GRMZM2G146514_P01	C3H	Genome	TF
Zea mays	GRMZM2G146514_P02	C3H	Genome	TF
Zea mays	GRMZM2G146514_P03	C3H	Genome	TF
Zea mays	GRMZM2G147623_P01	C3H	Genome	TF
Zea mays	GRMZM2G147623_P02	C3H	Genome	TF
Zea mays	GRMZM2G148090_P01	C3H	Genome	TF
Zea mays	GRMZM2G148090_P02	C3H	Genome	TF
Zea mays	GRMZM2G148090_P03	C3H	Genome	TF
Zea mays	GRMZM2G149347_P01	C3H	Genome	TF
Zea mays	GRMZM2G150262_P01	C3H	Genome	TF
Zea mays	GRMZM2G150440_P01	C3H	Genome	TF
Zea mays	GRMZM2G151689_P01	C3H	Genome	TF
Zea mays	GRMZM2G151689_P04	C3H	Genome	TF
Zea mays	GRMZM2G157927_P01	C3H	Genome	TF
Zea mays	GRMZM2G157927_P02	C3H	Genome	TF
Zea mays	GRMZM2G162119_P01	C3H	Genome	TF
Zea mays	GRMZM2G166990_P01	C3H	Genome	TF
Zea mays	GRMZM2G166990_P02	C3H	Genome	TF
Zea mays	GRMZM2G168765_P01	C3H	Genome	TF
Zea mays	GRMZM2G170197_P01	C3H	Genome	TF
Zea mays	GRMZM2G170197_P02	C3H	Genome	TF
Zea mays	GRMZM2G171942_P01	C3H	Genome	TF
Zea mays	GRMZM2G173124_P01	C3H	Genome	TF
Zea mays	GRMZM2G173124_P02	C3H	Genome	TF
Zea mays	GRMZM2G174857_P01	C3H	Genome	TF
Zea mays	GRMZM2G175179_P01	C3H	Genome	TF
Zea mays	GRMZM2G175179_P02	C3H	Genome	TF
Zea mays	GRMZM2G175179_P03	C3H	Genome	TF
Zea mays	GRMZM2G175179_P04	C3H	Genome	TF
Zea mays	GRMZM2G175179_P05	C3H	Genome	TF
Zea mays	GRMZM2G177229_P01	C3H	Genome	TF
Zea mays	GRMZM2G177229_P02	C3H	Genome	TF
Zea mays	GRMZM2G177229_P03	C3H	Genome	TF
Zea mays	GRMZM2G177229_P04	C3H	Genome	TF
Zea mays	GRMZM2G177229_P05	C3H	Genome	TF
Zea mays	GRMZM2G177229_P06	C3H	Genome	TF
Zea mays	GRMZM2G177229_P07	C3H	Genome	TF
Zea mays	GRMZM2G177229_P08	C3H	Genome	TF
Zea mays	GRMZM2G178473_P01	C3H	Genome	TF
Zea mays	GRMZM2G178473_P02	C3H	Genome	TF
Zea mays	GRMZM2G178473_P03	C3H	Genome	TF
Zea mays	GRMZM2G178473_P04	C3H	Genome	TF
Zea mays	GRMZM2G180979_P01	C3H	Genome	TF
Zea mays	GRMZM2G180979_P02	C3H	Genome	TF
Zea mays	GRMZM2G181581_P01	C3H	Genome	TF
Zea mays	GRMZM2G032336_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G038484_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G132157_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G143205_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G147487_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G150051_P01	CAMTA	Genome	TF
Zea mays	GRMZM2G150051_P02	CAMTA	Genome	TF
Zea mays	GRMZM2G150051_P03	CAMTA	Genome	TF
Zea mays	GRMZM2G171600_P01	CAMTA	Genome	TF
Zea mays	AC197054.3_FGP034	CCAAT	Genome	TF
Zea mays	AC199769.5_FGP039	CCAAT	Genome	TF
Zea mays	AC199769.5_FGP040	CCAAT	Genome	TF
Zea mays	AC201832.3_FGP033	CCAAT	Genome	TF
Zea mays	AC211408.2_FGP042	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P05	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P06	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P08	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P09	CCAAT	Genome	TF
Zea mays	GRMZM2G000686_P10	CCAAT	Genome	TF
Zea mays	GRMZM2G004133_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G004133_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G004133_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G004133_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G005367_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G009782_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G009782_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G009782_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G009782_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G011789_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G012654_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G015120_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G015120_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G015120_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G022162_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G023994_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G023994_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G023994_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G033245_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G033245_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G034246_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G035215_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G035215_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G035215_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G038190_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G038190_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G038190_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G038303_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G040349_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G040349_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G041381_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G042047_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G043835_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G046055_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G047813_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G052499_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G052774_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G052774_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G052774_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G062594_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G064426_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G064426_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G074773_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G078691_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G082262_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G082262_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G089812_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G091433_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G091433_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G091433_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G091964_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G091964_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G091964_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G096016_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G096016_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G096439_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G099066_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G099461_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G104396_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G105317_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G105317_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G105317_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G107540_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G110210_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G113127_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G124421_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G124663_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G137340_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G140653_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G140653_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G140653_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G140851_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G140851_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G143895_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G146286_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G146286_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G146286_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G146286_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G147712_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G151726_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G152034_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G152034_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G152822_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G161680_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G165488_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G165488_P02	CCAAT	Genome	TF
Zea mays	GRMZM2G165488_P03	CCAAT	Genome	TF
Zea mays	GRMZM2G165488_P04	CCAAT	Genome	TF
Zea mays	GRMZM2G167576_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G169884_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G169908_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G174776_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G180947_P01	CCAAT	Genome	TF
Zea mays	GRMZM2G015097_P01	CPP	Genome	TF
Zea mays	GRMZM2G023936_P01	CPP	Genome	TF
Zea mays	GRMZM2G044182_P01	CPP	Genome	TF
Zea mays	GRMZM2G045880_P01	CPP	Genome	TF
Zea mays	GRMZM2G059678_P01	CPP	Genome	TF
Zea mays	GRMZM2G060170_P01	CPP	Genome	TF
Zea mays	GRMZM2G060170_P02	CPP	Genome	TF
Zea mays	GRMZM2G060170_P04	CPP	Genome	TF
Zea mays	GRMZM2G066986_P01	CPP	Genome	TF
Zea mays	GRMZM2G086570_P01	CPP	Genome	TF
Zea mays	GRMZM2G092259_P01	CPP	Genome	TF
Zea mays	GRMZM2G092259_P02	CPP	Genome	TF
Zea mays	GRMZM2G096600_P01	CPP	Genome	TF
Zea mays	GRMZM2G096600_P02	CPP	Genome	TF
Zea mays	GRMZM2G098684_P01	CPP	Genome	TF
Zea mays	GRMZM2G104246_P01	CPP	Genome	TF
Zea mays	GRMZM2G104246_P02	CPP	Genome	TF
Zea mays	GRMZM2G109514_P01	CPP	Genome	TF
Zea mays	GRMZM2G124285_P01	CPP	Genome	TF
Zea mays	GRMZM2G124285_P02	CPP	Genome	TF
Zea mays	GRMZM2G124285_P03	CPP	Genome	TF
Zea mays	GRMZM2G124285_P04	CPP	Genome	TF
Zea mays	GRMZM2G124285_P05	CPP	Genome	TF
Zea mays	GRMZM2G153754_P01	CPP	Genome	TF
Zea mays	GRMZM2G156574_P01	CPP	Genome	TF
Zea mays	GRMZM2G157405_P01	CPP	Genome	TF
Zea mays	GRMZM2G173198_P01	CPP	Genome	TF
Zea mays	GRMZM2G056361_P01	CSD	Genome	TF
Zea mays	GRMZM2G057609_P01	CSD	Genome	TF
Zea mays	GRMZM2G090076_P01	CSD	Genome	TF
Zea mays	GRMZM2G141150_P01	CSD	Genome	TF
Zea mays	GRMZM2G176223_P01	CSD	Genome	TF
Zea mays	GRMZM2G179385_P01	CSD	Genome	TF
Zea mays	GRMZM2G009163_P01	DBP	Genome	TF
Zea mays	GRMZM2G009163_P03	DBP	Genome	TF
Zea mays	GRMZM2G009163_P04	DBP	Genome	TF
Zea mays	GRMZM2G043968_P01	DBP	Genome	TF
Zea mays	GRMZM2G050228_P01	DBP	Genome	TF
Zea mays	GRMZM2G057768_P02	DBP	Genome	TF
Zea mays	GRMZM2G084179_P01	DBP	Genome	TF
Zea mays	GRMZM2G108147_P02	DBP	Genome	TF
Zea mays	GRMZM2G111444_P01	DBP	Genome	TF
Zea mays	GRMZM2G149132_P01	DBP	Genome	TF
Zea mays	GRMZM2G158734_P01	DBP	Genome	TF
Zea mays	GRMZM2G180430_P01	DBP	Genome	TF
Zea mays	GRMZM2G180430_P02	DBP	Genome	TF
Zea mays	GRMZM2G180430_P03	DBP	Genome	TF
Zea mays	GRMZM2G001699_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G009391_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G024688_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G024688_P02	E2F-DP	Genome	TF
Zea mays	GRMZM2G030926_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G041701_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G041701_P02	E2F-DP	Genome	TF
Zea mays	GRMZM2G050590_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G052515_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G060000_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G060000_P02	E2F-DP	Genome	TF
Zea mays	GRMZM2G060527_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G063387_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G078867_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G086072_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G100426_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G109661_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G136245_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G139024_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G148506_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G163951_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G163951_P02	E2F-DP	Genome	TF
Zea mays	GRMZM2G169709_P01	E2F-DP	Genome	TF
Zea mays	GRMZM2G003558_P01	EIL	Genome	TF
Zea mays	GRMZM2G006752_P02	EIL	Genome	TF
Zea mays	GRMZM2G022488_P01	EIL	Genome	TF
Zea mays	GRMZM2G033570_P01	EIL	Genome	TF
Zea mays	GRMZM2G040481_P01	EIL	Genome	TF
Zea mays	GRMZM2G044322_P01	EIL	Genome	TF
Zea mays	GRMZM2G108108_P02	EIL	Genome	TF
Zea mays	GRMZM2G113824_P01	EIL	Genome	TF
Zea mays	GRMZM2G117172_P01	EIL	Genome	TF
Zea mays	GRMZM2G132448_P01	EIL	Genome	TF
Zea mays	GRMZM2G138940_P01	EIL	Genome	TF
Zea mays	GRMZM2G144349_P01	EIL	Genome	TF
Zea mays	GRMZM2G151811_P01	EIL	Genome	TF
Zea mays	AC197758.3_FGP030	FAR1	Genome	TF
Zea mays	AC204776.3_FGP036	FAR1	Genome	TF
Zea mays	GRMZM2G001663_P01	FAR1	Genome	TF
Zea mays	GRMZM2G024546_P01	FAR1	Genome	TF
Zea mays	GRMZM2G034868_P01	FAR1	Genome	TF
Zea mays	GRMZM2G034868_P02	FAR1	Genome	TF
Zea mays	GRMZM2G042842_P01	FAR1	Genome	TF
Zea mays	GRMZM2G043250_P01	FAR1	Genome	TF
Zea mays	GRMZM2G048987_P01	FAR1	Genome	TF
Zea mays	GRMZM2G048987_P02	FAR1	Genome	TF
Zea mays	GRMZM2G048987_P03	FAR1	Genome	TF
Zea mays	GRMZM2G054205_P01	FAR1	Genome	TF
Zea mays	GRMZM2G069484_P01	FAR1	Genome	TF
Zea mays	GRMZM2G089313_P01	FAR1	Genome	TF
Zea mays	GRMZM2G098330_P01	FAR1	Genome	TF
Zea mays	GRMZM2G104268_P01	FAR1	Genome	TF
Zea mays	GRMZM2G106616_P01	FAR1	Genome	TF
Zea mays	GRMZM2G106616_P02	FAR1	Genome	TF
Zea mays	GRMZM2G106653_P01	FAR1	Genome	TF
Zea mays	GRMZM2G107153_P01	FAR1	Genome	TF
Zea mays	GRMZM2G107153_P02	FAR1	Genome	TF
Zea mays	GRMZM2G114461_P01	FAR1	Genome	TF
Zea mays	GRMZM2G117108_P01	FAR1	Genome	TF
Zea mays	GRMZM2G117108_P02	FAR1	Genome	TF
Zea mays	GRMZM2G127451_P01	FAR1	Genome	TF
Zea mays	GRMZM2G129311_P01	FAR1	Genome	TF
Zea mays	GRMZM2G129311_P02	FAR1	Genome	TF
Zea mays	GRMZM2G130165_P01	FAR1	Genome	TF
Zea mays	GRMZM2G135998_P01	FAR1	Genome	TF
Zea mays	GRMZM2G135998_P03	FAR1	Genome	TF
Zea mays	GRMZM2G143057_P01	FAR1	Genome	TF
Zea mays	GRMZM2G148740_P01	FAR1	Genome	TF
Zea mays	GRMZM2G148940_P01	FAR1	Genome	TF
Zea mays	GRMZM2G148940_P02	FAR1	Genome	TF
Zea mays	GRMZM2G155980_P01	FAR1	Genome	TF
Zea mays	GRMZM2G155980_P02	FAR1	Genome	TF
Zea mays	GRMZM2G163320_P01	FAR1	Genome	TF
Zea mays	GRMZM2G163320_P02	FAR1	Genome	TF
Zea mays	GRMZM2G177413_P01	FAR1	Genome	TF
Zea mays	GRMZM2G181438_P01	FAR1	Genome	TF
Zea mays	GRMZM2G006246_P01	FHA	Genome	TF
Zea mays	GRMZM2G006246_P02	FHA	Genome	TF
Zea mays	GRMZM2G010264_P01	FHA	Genome	TF
Zea mays	GRMZM2G031603_P01	FHA	Genome	TF
Zea mays	GRMZM2G031603_P02	FHA	Genome	TF
Zea mays	GRMZM2G058811_P01	FHA	Genome	TF
Zea mays	GRMZM2G067722_P02	FHA	Genome	TF
Zea mays	GRMZM2G081221_P01	FHA	Genome	TF
Zea mays	GRMZM2G086138_P01	FHA	Genome	TF
Zea mays	GRMZM2G086138_P02	FHA	Genome	TF
Zea mays	GRMZM2G095783_P01	FHA	Genome	TF
Zea mays	GRMZM2G105822_P01	FHA	Genome	TF
Zea mays	GRMZM2G113156_P01	FHA	Genome	TF
Zea mays	GRMZM2G113156_P03	FHA	Genome	TF
Zea mays	GRMZM2G122681_P04	FHA	Genome	TF
Zea mays	GRMZM2G127139_P01	FHA	Genome	TF
Zea mays	GRMZM2G127139_P02	FHA	Genome	TF
Zea mays	GRMZM2G129243_P01	FHA	Genome	TF
Zea mays	GRMZM2G133716_P02	FHA	Genome	TF
Zea mays	GRMZM2G133716_P04	FHA	Genome	TF
Zea mays	GRMZM2G136344_P02	FHA	Genome	TF
Zea mays	GRMZM2G150608_P01	FHA	Genome	TF
Zea mays	GRMZM2G150608_P02	FHA	Genome	TF
Zea mays	GRMZM2G154690_P01	FHA	Genome	TF
Zea mays	GRMZM2G172021_P02	FHA	Genome	TF
Zea mays	GRMZM2G177895_P01	FHA	Genome	TF
Zea mays	AC190801.3_FGP028	G2-like	Genome	TF
Zea mays	GRMZM2G006477_P01	G2-like	Genome	TF
Zea mays	GRMZM2G006477_P02	G2-like	Genome	TF
Zea mays	GRMZM2G007212_P01	G2-like	Genome	TF
Zea mays	GRMZM2G007212_P02	G2-like	Genome	TF
Zea mays	GRMZM2G010920_P01	G2-like	Genome	TF
Zea mays	GRMZM2G012637_P01	G2-like	Genome	TF
Zea mays	GRMZM2G016370_P01	G2-like	Genome	TF
Zea mays	GRMZM2G017396_P01	G2-like	Genome	TF
Zea mays	GRMZM2G022333_P01	G2-like	Genome	TF
Zea mays	GRMZM2G022333_P02	G2-like	Genome	TF
Zea mays	GRMZM2G024361_P01	G2-like	Genome	TF
Zea mays	GRMZM2G026833_P01	G2-like	Genome	TF
Zea mays	GRMZM2G026833_P02	G2-like	Genome	TF
Zea mays	GRMZM2G032649_P01	G2-like	Genome	TF
Zea mays	GRMZM2G033631_P01	G2-like	Genome	TF
Zea mays	GRMZM2G034563_P01	G2-like	Genome	TF
Zea mays	GRMZM2G035370_P01	G2-like	Genome	TF
Zea mays	GRMZM2G035370_P02	G2-like	Genome	TF
Zea mays	GRMZM2G035370_P04	G2-like	Genome	TF
Zea mays	GRMZM2G043361_P01	G2-like	Genome	TF
Zea mays	GRMZM2G052544_P01	G2-like	Genome	TF
Zea mays	GRMZM2G056400_P01	G2-like	Genome	TF
Zea mays	GRMZM2G058461_P01	G2-like	Genome	TF
Zea mays	GRMZM2G060834_P01	G2-like	Genome	TF
Zea mays	GRMZM2G060834_P02	G2-like	Genome	TF
Zea mays	GRMZM2G064197_P01	G2-like	Genome	TF
Zea mays	GRMZM2G064197_P02	G2-like	Genome	TF
Zea mays	GRMZM2G064197_P03	G2-like	Genome	TF
Zea mays	GRMZM2G066512_P01	G2-like	Genome	TF
Zea mays	GRMZM2G067702_P01	G2-like	Genome	TF
Zea mays	GRMZM2G067702_P02	G2-like	Genome	TF
Zea mays	GRMZM2G069525_P01	G2-like	Genome	TF
Zea mays	GRMZM2G070865_P01	G2-like	Genome	TF
Zea mays	GRMZM2G073127_P01	G2-like	Genome	TF
Zea mays	GRMZM2G073897_P01	G2-like	Genome	TF
Zea mays	GRMZM2G074908_P01	G2-like	Genome	TF
Zea mays	GRMZM2G075362_P01	G2-like	Genome	TF
Zea mays	GRMZM2G076488_P01	G2-like	Genome	TF
Zea mays	GRMZM2G079266_P01	G2-like	Genome	TF
Zea mays	GRMZM2G079749_P01	G2-like	Genome	TF
Zea mays	GRMZM2G081671_P01	G2-like	Genome	TF
Zea mays	GRMZM2G082264_P01	G2-like	Genome	TF
Zea mays	GRMZM2G082922_P01	G2-like	Genome	TF
Zea mays	GRMZM2G083839_P01	G2-like	Genome	TF
Zea mays	GRMZM2G085554_P02	G2-like	Genome	TF
Zea mays	GRMZM2G087804_P01	G2-like	Genome	TF
Zea mays	GRMZM2G087804_P03	G2-like	Genome	TF
Zea mays	GRMZM2G090230_P01	G2-like	Genome	TF
Zea mays	GRMZM2G096077_P01	G2-like	Genome	TF
Zea mays	GRMZM2G100176_P01	G2-like	Genome	TF
Zea mays	GRMZM2G100709_P01	G2-like	Genome	TF
Zea mays	GRMZM2G100855_P01	G2-like	Genome	TF
Zea mays	GRMZM2G101726_P01	G2-like	Genome	TF
Zea mays	GRMZM2G106185_P02	G2-like	Genome	TF
Zea mays	GRMZM2G111448_P01	G2-like	Genome	TF
Zea mays	GRMZM2G111744_P01	G2-like	Genome	TF
Zea mays	GRMZM2G113742_P01	G2-like	Genome	TF
Zea mays	GRMZM2G117193_P02	G2-like	Genome	TF
Zea mays	GRMZM2G117854_P01	G2-like	Genome	TF
Zea mays	GRMZM2G117854_P02	G2-like	Genome	TF
Zea mays	GRMZM2G117854_P03	G2-like	Genome	TF
Zea mays	GRMZM2G118631_P01	G2-like	Genome	TF
Zea mays	GRMZM2G119576_P01	G2-like	Genome	TF
Zea mays	GRMZM2G119940_P01	G2-like	Genome	TF
Zea mays	GRMZM2G123308_P01	G2-like	Genome	TF
Zea mays	GRMZM2G123308_P02	G2-like	Genome	TF
Zea mays	GRMZM2G124495_P01	G2-like	Genome	TF
Zea mays	GRMZM2G124540_P01	G2-like	Genome	TF
Zea mays	GRMZM2G125704_P02	G2-like	Genome	TF
Zea mays	GRMZM2G137254_P02	G2-like	Genome	TF
Zea mays	GRMZM2G143881_P01	G2-like	Genome	TF
Zea mays	GRMZM2G143881_P02	G2-like	Genome	TF
Zea mays	GRMZM2G144014_P01	G2-like	Genome	TF
Zea mays	GRMZM2G151823_P01	G2-like	Genome	TF
Zea mays	GRMZM2G151987_P02	G2-like	Genome	TF
Zea mays	GRMZM2G154053_P01	G2-like	Genome	TF
Zea mays	GRMZM2G155963_P01	G2-like	Genome	TF
Zea mays	GRMZM2G159119_P01	G2-like	Genome	TF
Zea mays	GRMZM2G162409_P01	G2-like	Genome	TF
Zea mays	GRMZM2G162409_P02	G2-like	Genome	TF
Zea mays	GRMZM2G162409_P03	G2-like	Genome	TF
Zea mays	GRMZM2G170324_P01	G2-like	Genome	TF
Zea mays	GRMZM2G171025_P01	G2-like	Genome	TF
Zea mays	GRMZM2G171468_P01	G2-like	Genome	TF
Zea mays	GRMZM2G171468_P02	G2-like	Genome	TF
Zea mays	GRMZM2G171468_P03	G2-like	Genome	TF
Zea mays	GRMZM2G173882_P01	G2-like	Genome	TF
Zea mays	GRMZM2G173943_P01	G2-like	Genome	TF
Zea mays	GRMZM2G173943_P02	G2-like	Genome	TF
Zea mays	GRMZM2G175827_P01	G2-like	Genome	TF
Zea mays	GRMZM2G177038_P01	G2-like	Genome	TF
Zea mays	GRMZM2G179730_P01	G2-like	Genome	TF
Zea mays	GRMZM2G179730_P02	G2-like	Genome	TF
Zea mays	GRMZM2G020408_P01	GeBP	Genome	TF
Zea mays	GRMZM2G026417_P01	GeBP	Genome	TF
Zea mays	GRMZM2G029965_P01	GeBP	Genome	TF
Zea mays	GRMZM2G030458_P01	GeBP	Genome	TF
Zea mays	GRMZM2G041818_P01	GeBP	Genome	TF
Zea mays	GRMZM2G049899_P01	GeBP	Genome	TF
Zea mays	GRMZM2G075122_P01	GeBP	Genome	TF
Zea mays	GRMZM2G082318_P01	GeBP	Genome	TF
