id,category,trait,tissue,padj
GRMZM2G098078,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G098078,Metabolite,X.236..L.asparagine.2..14.984,LMAN,1
GRMZM2G098078,Metabolite,X.5962..L.lysine.2..17.643,LMAN,1
GRMZM2G098078,Seed Traits,CobWeight,GRoot,1
GRMZM2G098237,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,1
GRMZM2G098237,other,SouthernLeafBlight,L3Tip,0.0829860039874353
GRMZM2G098290,Metabolite,X.5321515..stigmasterol..28.442,Kern,1
GRMZM2G098290,Metabolite,X.8742..shikimic.acid..16.433..s100,Kern,1
GRMZM2G098420,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GShoot,1
GRMZM2G098420,other,MainSpikeLength,GShoot,0.24110165852558
GRMZM2G098434,Metabolite,X.236..L.asparagine.2..14.984,L3Tip,0.000106101943405879
GRMZM2G098434,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G098434,other,NIROil,GShoot,1
GRMZM2G098434,other,RowQuality,L3Tip,0.455432653880273
GRMZM2G098569,other,NIROil,L3Tip,1
GRMZM2G098569,other,NumberofTilleringPlants,L3Tip,0.500989755694361
GRMZM2G099007,Metabolite,X.6255..maltose..2..24.915,L3Base,1
GRMZM2G099007,Metabolite,X.6255..maltose..2..24.915,LMAN,1
GRMZM2G099187,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,LMAN,1
GRMZM2G099187,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G099191,Metabolite,X.128869..galactonic.acid.2..18.504,LMAN,1
GRMZM2G099191,Metabolite,X.971..oxalic.acid..7.883,LMAN,0.896973891939702
GRMZM2G099363,Metabolite,X.311..citric.acid..16.615..s100,LMAD,0.962108899345935
GRMZM2G099363,Metabolite,X.9750..citrulline.2..16.691,GRoot,1
GRMZM2G099454,Metabolite,X.128869..galactonic.acid.2..18.504,LMAD,1
GRMZM2G099454,Metabolite,X.128869..galactonic.acid.2..18.504,LMAN,1
GRMZM2G099454,Metabolite,X.6255..maltose..2..24.915,LMAN,1
GRMZM2G099628,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Base,0.0358986126203349
GRMZM2G099628,Metabolite,X.6508..quinic.acid..17.076..s100,L3Base,0.820059271479419
GRMZM2G099628,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G099628,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G099628,other,SecondaryBranchNumber,Kern,1
GRMZM2G099628,Seed Traits,CobWeight,GRoot,1
GRMZM2G099989,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G099989,Metabolite,X.6288..L.threonine.2..11.464,L3Base,0.0125770386883795
GRMZM2G099989,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GShoot,1
GRMZM2G099989,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Base,1
GRMZM2G099989,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GShoot,1.40109374768826e-07
GRMZM2G100018,Metabolite,X.439451..galactinol.2..26.479,Kern,1
GRMZM2G100018,other,EarDiameter,Kern,1
GRMZM2G100058,Metabolite,X.439451..galactinol.2..26.479,Kern,1
GRMZM2G100058,Metabolite,X.439451..galactinol.2..26.479,L3Base,0.0231521957927134
GRMZM2G100090,Development,PlantHeight,Kern,1
GRMZM2G100090,Female Inflorescence,EarRowNumber,LMAD,1
GRMZM2G100114,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G100114,Metabolite,X.5321342..beta.sitosterol..28.848,GShoot,1
GRMZM2G100246,Metabolite,X.700..ethanolamine..9.879,Kern,0.279587463639082
GRMZM2G100246,Metabolite,X.938..nicotinic.acid..10.27,LMAD,0.0451280660821241
GRMZM2G100419,Female Inflorescence,CobDiameter,Kern,1
GRMZM2G100419,Female Inflorescence,EarLength,GShoot,0.534897835863034
GRMZM2G100419,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G100419,other,EarDiameter,GRoot,0.54901239405643
GRMZM2G100419,other,EarDiameter,GShoot,0.626515772872722
GRMZM2G100419,Seed Traits,CobWeight,GRoot,1
GRMZM2G100419,Seed Traits,EarWeight,GRoot,1
GRMZM2G100524,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G100524,Metabolite,X.5962..L.lysine.2..17.643,GRoot,1
GRMZM2G100716,Metabolite,X.439242..Raffinose..29.282,LMAN,1
GRMZM2G100716,Metabolite,X.439451..galactinol.2..26.479,L3Base,1
GRMZM2G100946,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G100946,other,EarDiameter,Kern,1
GRMZM2G100946,Seed Traits,TotalSeedWeight,LMAN,1
GRMZM2G101080,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,1
GRMZM2G101080,Metabolite,X.750..glycine..10.456..s100,GShoot,1
GRMZM2G101282,Metabolite,X.444266..maleic.acid..10.323,L3Tip,0.00329836782714277
GRMZM2G101282,Metabolite,X.444266..maleic.acid..10.323,LMAD,1
GRMZM2G101393,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Tip,0.338255398152776
GRMZM2G101393,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G101613,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G101613,Metabolite,X.5962..L.lysine.2..17.643,GRoot,1
GRMZM2G101613,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,Kern,1
GRMZM2G101693,other,SecondaryBranchNumber,L3Base,0.320886980196587
GRMZM2G101693,other,Spikelets.MainSpike,LMAD,0.197549611842633
GRMZM2G101707,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G101707,other,NIRStarch,LMAD,1
GRMZM2G101769,Flowering Time,DaysToTassel,L3Tip,1
GRMZM2G101769,Leaf Morphology,UpperLeafAngle,L3Tip,9.39087378037939e-06
GRMZM2G101791,Female Inflorescence,EarLength,GShoot,1
GRMZM2G101791,Metabolite,X.60961..adenosine..23.825,GShoot,1
GRMZM2G102138,Metabolite,X.60961..adenosine..23.825,L3Base,4.60939123070325e-06
GRMZM2G102138,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,LMAD,1
GRMZM2G102181,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Base,0.732959391794429
GRMZM2G102181,Metabolite,X.791..DL.isoleucine.2..10.225,GShoot,0.910372009962929
GRMZM2G102189,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,LMAD,1
GRMZM2G102189,Metabolite,X.5988..Sucrose..23.988..s100,LMAD,1
GRMZM2G102189,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G102238,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G102238,Metabolite,X.700..ethanolamine..9.879,Kern,1
GRMZM2G102238,Seed Traits,CobWeight,L3Tip,0.0902676152596049
GRMZM2G102550,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G102550,Metabolite,X.827..ribitol..15.66,LMAD,0.909199180244847
GRMZM2G102605,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G102605,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G102657,Metabolite,X.439194..glyceric.acid..10.735,L3Base,1
GRMZM2G102657,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Base,0.00958645679311898
GRMZM2G102711,Metabolite,X.6287..L.valine.2..9.151,L3Tip,1
GRMZM2G102711,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G102745,Metabolite,X.5460935..turanose.1..24.81,GRoot,1
GRMZM2G102745,Metabolite,X.5962..L.lysine.2..17.643,GRoot,1
GRMZM2G102779,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAN,1
GRMZM2G102779,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G102808,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,0.514274846979195
GRMZM2G102808,other,NumberofTilleringPlants,Kern,1
GRMZM2G102845,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,1
GRMZM2G102845,Metabolite,X.700..ethanolamine..9.879,LMAN,0.0117654851147178
GRMZM2G102946,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G102946,Metabolite,X.6288..L.threonine.2..11.464,GShoot,1
GRMZM2G102946,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G102946,Metabolite,X.92824..D.malic.acid..12.794..s100,LMAN,1
GRMZM2G103078,Metabolite,X.2116..alpha.tocophereol..27.379,LMAN,1
GRMZM2G103078,Metabolite,X.754..glycerol.1.phosphate..16.056,LMAN,1
GRMZM2G103236,Metabolite,X.444266..maleic.acid..10.323,Kern,0.102205741970873
GRMZM2G103236,Metabolite,X.5962..L.lysine.2..17.643,LMAD,1
GRMZM2G103236,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G103245,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G103245,other,Spikelets.PrimaryBranch,GRoot,0.931545475888644
GRMZM2G103258,Female Inflorescence,EarRowNumber,L3Base,0.0022895717443121
GRMZM2G103258,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.281354754574339
GRMZM2G103258,Metabolite,X.448388..D.allose.1..17.278,GRoot,1
GRMZM2G103281,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G103281,Metabolite,X.6057..tyrosine.2..17.871,GShoot,1
GRMZM2G103458,Metabolite,X.1001..phenethylamine..13.742,Kern,1
GRMZM2G103458,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Base,0.108431741250143
GRMZM2G103512,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G103512,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G103512,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G103512,Metabolite,X.5951..L.serine.2..11.174..s100,GRoot,1
GRMZM2G103512,Metabolite,X.5962..L.lysine.2..17.643,GRoot,2.92312978862341e-05
GRMZM2G103748,Metabolite,X.5280450..linoleic.acid..20.399,GRoot,0.150341117555292
GRMZM2G103748,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G103805,Metabolite,X.892..myo.inositol..19.354..s100,GRoot,0.628841809549863
GRMZM2G103805,other,Spikelets.MainSpike,L3Tip,0.000635811397827091
GRMZM2G103884,Metabolite,X.9750..citrulline.2..16.691,GShoot,0.0309178480681114
GRMZM2G103884,other,Spikelets.MainSpike,L3Tip,0.0245111424223523
GRMZM2G104012,Metabolite,X.5988..Sucrose..23.988..s100,LMAD,0.59934398051837
GRMZM2G104012,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G104047,Male Inflorescence,TasselPrimaryBranches,GShoot,1
GRMZM2G104047,other,TasselBranchLength,LMAN,1
GRMZM2G104231,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,Kern,1
GRMZM2G104231,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,2.00318965859481e-08
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.1..26.37,Kern,1
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,1
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,LMAN,1
GRMZM2G104494,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GRoot,0.441998694450683
GRMZM2G104494,Metabolite,X.835..dehydroascorbic.acid..1..16.863,GRoot,1
GRMZM2G104494,other,StandCount,GRoot,1
GRMZM2G104632,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAN,1
GRMZM2G104632,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Base,1
GRMZM2G104730,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Base,1
GRMZM2G104730,other,NumberofTilleringPlants,L3Base,1
GRMZM2G104760,Metabolite,X.6508..quinic.acid..17.076..s100,GShoot,1
GRMZM2G104760,Metabolite,X.8742..shikimic.acid..16.433..s100,GShoot,1
GRMZM2G104768,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Base,1
GRMZM2G104768,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,1
GRMZM2G104768,Metabolite,X.700..ethanolamine..9.879,L3Base,0.319739343172691
GRMZM2G105207,Metabolite,X.1001..phenethylamine..13.742,GRoot,0.0232963385262179
GRMZM2G105207,Metabolite,X.1001..phenethylamine..13.742,GShoot,0.179108432403656
GRMZM2G105425,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,1
GRMZM2G105425,Metabolite,X.750..glycine..10.456..s100,L3Base,1
GRMZM2G105428,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,0.388944780598411
GRMZM2G105428,Metabolite,X.700..ethanolamine..9.879,GShoot,0.862854852316869
GRMZM2G105494,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,1
GRMZM2G105494,Metabolite,X.971..oxalic.acid..7.883,LMAD,1
GRMZM2G105682,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G105682,Metabolite,X.835..dehydroascorbic.acid..1..16.863,GRoot,1
GRMZM2G105869,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,0.00363934390417087
GRMZM2G105869,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,7.92529042392687e-09
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G105869,Metabolite,X.5951..L.serine.2..11.174..s100,L3Tip,0.0210024212420352
GRMZM2G105869,Metabolite,X.6288..L.threonine.2..11.464,L3Tip,0.00158844781078393
GRMZM2G105869,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G105999,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G105999,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,1
GRMZM2G105999,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G105999,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G106056,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G106056,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G106190,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,Kern,1
GRMZM2G106190,other,SouthernLeafBlight,LMAD,0.774307803191351
GRMZM2G106393,Metabolite,X.5460935..turanose.1..24.81,L3Tip,6.81784649748517e-07
GRMZM2G106393,Metabolite,X.971..oxalic.acid..7.883,L3Tip,7.76800156925273e-05
GRMZM2G106427,Development,EarHeight,L3Base,1
GRMZM2G106427,Metabolite,X.92824..D.malic.acid..12.794..s100,Kern,1
GRMZM2G106429,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G106429,other,GerminationCount,LMAN,1
GRMZM2G106552,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G106552,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G106552,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G106552,Metabolite,X.5321515..stigmasterol..28.442,L3Tip,0.237275432124175
GRMZM2G106552,Metabolite,X.5321515..stigmasterol..28.442,LMAD,1
GRMZM2G106552,Metabolite,X.5960..aspartic.acid.2..13.207,L3Base,1
GRMZM2G106552,other,EarDiameter,Kern,1
GRMZM2G106683,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G106683,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G106683,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G106683,Metabolite,X.6057..tyrosine.2..17.871,Kern,1
GRMZM2G106683,Metabolite,X.6106..L.leucine.2..9.945,Kern,1
GRMZM2G106683,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G106790,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,1
GRMZM2G106790,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G106790,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GRoot,0.00666124111160915
GRMZM2G106795,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,0.560595010705447
GRMZM2G106795,Metabolite,X.835..dehydroascorbic.acid..1..16.863,Kern,1
GRMZM2G107309,Metabolite,X.204..allantoin.1..17.293,Kern,1
GRMZM2G107309,Metabolite,X.236..L.asparagine.2..14.984,LMAN,1
GRMZM2G107309,Metabolite,X.750..glycine..10.456..s100,Kern,1
GRMZM2G107417,Female Inflorescence,EarRowNumber,LMAD,1
GRMZM2G107417,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G107417,Seed Traits,TotalKernelVolume,GShoot,1
GRMZM2G107665,Metabolite,X.6262..L.ornithine.2..16.632,Kern,1
GRMZM2G107665,Metabolite,X.9750..citrulline.2..16.691,Kern,1
GRMZM2G107696,Metabolite,X.12647..L.homoserine.2..12.359,LMAN,0.980238079684313
GRMZM2G107696,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G107731,Metabolite,X.3037582..mucic.acid..18.907,GRoot,0.0125163752380919
GRMZM2G107731,Metabolite,X.3037582..mucic.acid..18.907,L3Base,0.0899392454298034
GRMZM2G107756,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G107756,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G107756,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G108225,Metabolite,X.1549111..caffeic.acid..19.755,LMAN,0.664594398721818
GRMZM2G108225,Metabolite,X.311..citric.acid..16.615..s100,LMAN,1.17105112027449e-05
GRMZM2G108416,Metabolite,X.1060..pyruvic.acid..6.714,Kern,1
GRMZM2G108416,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G108509,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G108509,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G108509,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,LMAD,1
GRMZM2G108509,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,1
GRMZM2G108509,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G108509,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G108509,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G108509,Metabolite,X.700..ethanolamine..9.879,LMAD,1
GRMZM2G108514,Metabolite,X.1001..phenethylamine..13.742,L3Tip,1.61478083148448e-07
GRMZM2G108514,other,StandCount,LMAD,1
GRMZM2G108537,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G108537,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.638068858814641
GRMZM2G108600,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,1
GRMZM2G108600,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,LMAD,1
GRMZM2G108619,Metabolite,X.5321342..beta.sitosterol..28.848,GShoot,1
GRMZM2G108619,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GShoot,1
GRMZM2G108619,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GShoot,1
GRMZM2G108677,Metabolite,X.444266..maleic.acid..10.323,GShoot,1
GRMZM2G108677,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G108694,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,0.358019712283658
GRMZM2G108694,Metabolite,X.60961..adenosine..23.825,L3Base,1
GRMZM2G108741,Metabolite,X.700..ethanolamine..9.879,Kern,1
GRMZM2G108741,Seed Traits,TotalKernelVolume,GShoot,1
GRMZM2G108807,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G108807,Metabolite,X.6508..quinic.acid..17.076..s100,GRoot,1
GRMZM2G108849,Metabolite,X.311..citric.acid..16.615..s100,GShoot,0.644265452536394
GRMZM2G108849,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G108861,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G108861,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Base,1
GRMZM2G108871,Metabolite,X.642609..trans.caftaric.acid.2..25.529,GRoot,1
GRMZM2G108871,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,0.127503388311689
GRMZM2G108874,Flowering Time,DaystoSilk,GRoot,0.744492746425387
GRMZM2G108874,Flowering Time,DaysToTassel,GRoot,0.595594197140309
GRMZM2G108874,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G109284,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G109284,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G109977,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,1
GRMZM2G109977,Metabolite,X.938..nicotinic.acid..10.27,GShoot,1
GRMZM2G110195,Metabolite,X.439451..galactinol.2..26.479,GShoot,0.813053739507465
GRMZM2G110195,other,NumberofTilleringPlants,L3Tip,0.00649277517078328
GRMZM2G110198,Development,EarHeight,GRoot,7.66308423938433e-06
GRMZM2G110198,Development,PlantHeight,GRoot,0.000157925814187943
GRMZM2G110289,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G110289,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,1
GRMZM2G110412,Metabolite,X.236..L.asparagine.2..14.984,Kern,0.177476321943061
GRMZM2G110412,Metabolite,X.6057..tyrosine.2..17.871,Kern,0.591587739810205
GRMZM2G110412,Metabolite,X.6106..L.leucine.2..9.945,Kern,1
GRMZM2G110412,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G110412,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G110412,Metabolite,X.8742..shikimic.acid..16.433..s100,L3Tip,9.11609827332072e-05
GRMZM2G110584,Metabolite,X.439451..galactinol.2..26.479,L3Base,1
GRMZM2G110584,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G111208,Metabolite,X.5988..Sucrose..23.988..s100,GShoot,4.8291542134038e-06
GRMZM2G111208,Metabolite,X.738..L.glutamine.2..14.083,GShoot,1
GRMZM2G111451,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAD,1
GRMZM2G111451,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G111510,Metabolite,X.60961..adenosine..23.825,L3Tip,0.682224738891778
GRMZM2G111510,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GShoot,1
GRMZM2G111537,Metabolite,X.2116..alpha.tocophereol..27.379,LMAN,1
GRMZM2G111537,other,StandCount,GRoot,1
GRMZM2G111593,Metabolite,X.204..allantoin.1..17.293,L3Tip,1
GRMZM2G111593,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAD,1
GRMZM2G111679,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G111679,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G111713,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G111713,Metabolite,X.5321515..stigmasterol..28.442,Kern,1
GRMZM2G111713,Seed Traits,CobWeight,Kern,0.00334994182259507
GRMZM2G111903,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G111903,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G111920,Metabolite,X.6912..xylitol..15.376,LMAN,1
GRMZM2G111920,Metabolite,X.754..glycerol.1.phosphate..16.056,LMAN,1
GRMZM2G112079,Metabolite,X.827..ribitol..15.66,L3Base,1
GRMZM2G112079,Metabolite,X.827..ribitol..15.66,L3Tip,1
GRMZM2G112079,Seed Traits,TotalKernelNum,L3Base,1
GRMZM2G112429,Metabolite,X.204..allantoin.1..17.293,L3Tip,0.308693477232752
GRMZM2G112429,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G112914,Metabolite,X.3037582..mucic.acid..18.907,L3Base,0.716140065939185
GRMZM2G112914,Metabolite,X.6912..xylitol..15.376,LMAN,1
GRMZM2G113002,Metabolite,X.60961..adenosine..23.825,GShoot,0.666846832651495
GRMZM2G113002,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,0.00623517804712037
GRMZM2G113002,Metabolite,X.9750..citrulline.2..16.691,GShoot,0.064582785105568
GRMZM2G113016,other,StandCount,L3Base,1
GRMZM2G113016,Seed Traits,TotalKernelVolume,GShoot,1
GRMZM2G113062,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAN,1
GRMZM2G113062,Metabolite,X.754..glycerol.1.phosphate..16.056,LMAN,1
GRMZM2G113127,Metabolite,X.1549111..caffeic.acid..19.755,GShoot,1
GRMZM2G113127,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G113156,Development,EarHeight,GRoot,0.00108172912068305
GRMZM2G113156,Development,PlantHeight,GRoot,0.234693218924002
GRMZM2G113156,Seed Traits,EarWeight,GRoot,0.669291925201842
GRMZM2G113156,Seed Traits,TotalKernelNum,GRoot,0.0581142462089848
GRMZM2G113239,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,0.10914484825899
GRMZM2G113239,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,1
GRMZM2G113239,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Base,1
GRMZM2G113239,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,LMAD,1
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,1
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,Kern,1
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,L3Base,0.409017233285178
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G113239,Metabolite,X.6288..L.threonine.2..11.464,GShoot,0.404561320946973
GRMZM2G113239,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G113239,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G113239,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Base,1
GRMZM2G113239,Metabolite,X.754..glycerol.1.phosphate..16.056,LMAD,1
GRMZM2G113239,Metabolite,X.754..glycerol.1.phosphate..16.056,LMAN,1
GRMZM2G113295,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G113295,Metabolite,X.439194..glyceric.acid..10.735,GRoot,1
GRMZM2G113349,Flowering Time,DaysToTassel,LMAN,1
GRMZM2G113349,Flowering Time,GDDDaystoTassel,LMAN,1
GRMZM2G113372,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAN,1
