HMP32Name	AC148152.3_FG005	GRMZM2G023325	GRMZM2G311036	GRMZM2G336824	tissue
HP301	0.57493	0.57493	0	0	L3Tip
Hi27Goodman-Buckler	0	0	1.79588	17.95876	L3Tip
I137TN	0.52105	0.52105	0.52105	0	L3Tip
I205	1.22845	0	1.22845	1.22845	L3Tip
I29	2.10767	0	0	2.10767	L3Tip
IA2132Goodman-Buckler	0	0	2.69526	1.34763	L3Tip
IDS28	1.0575	0	0	1.0575	L3Tip
IDS69	0	0	0	0	L3Tip
IDS91	2.07596	0	1.03798	0	L3Tip
ILLHy	1.60104	0	0	5.60365	L3Tip
Ia5125	1.66904	0	0	0.83452	L3Tip
Il101	0	0	0	0	L3Tip
Il14H	1.93902	0	0	0	L3Tip
K148	2.27553	0	0	0.75851	L3Tip
K4	0	0	0	2.21106	L3Tip
K55	0	0	0	1.89996	L3Tip
K64	0.60423	0	0	1.20846	L3Tip
KY226	0	0	0	1.00617	L3Tip
KY228	1.0308	0	0	0	L3Tip
Ki11	0	0	0	0	L3Tip
Ki21	0	0	0	1.55561	L3Tip
Ki43	4.63625	0	1.54542	1.54542	L3Tip
Ki44	6.76397	0	0	7.8913	L3Tip
Ky21	0	2.75409	1.83606	7.34423	L3Tip
L317	5.91801	0	0	0	L3Tip
L578	0.54047	0	0	0	L3Tip
M14	0.53757	0	0	1.07514	L3Tip
M162W	0	0	0	3.51822	L3Tip
M37W	2.11678	0.70559	0	1.41118	L3Tip
MEF156-55-2	2.89707	0	1.44853	0	L3Tip
MO1W	1.27123	0	1.27123	6.35613	L3Tip
MS1334	0	0	1.21042	0.60521	L3Tip
MS153	1.70374	0	0	1.70374	L3Tip
Mo17	14.65217	0.50525	0.50525	1.01049	L3Tip
Mo18W	0	0	0	0	L3Tip
Mo24W	0	0	0	0	L3Tip
Mo44	6.46003	0	1.61501	0	L3Tip
Mo45	0	0	0	1.2498	L3Tip
Mo46	2.94709	0	1.47355	1.47355	L3Tip
Mo47	3.9089	0	0	0	L3Tip
MoG	0.36358	0	0.36358	3.27219	L3Tip
Mp339	0.77727	0	0.77727	2.72043	L3Tip
Mt42	0	0	16.89632	6.88369	L3Tip
N192	0	0	0	3.37933	L3Tip
N28Ht	1.19261	0	1.19261	3.57782	L3Tip
NC222	61.04174	0	0	20.53741	L3Tip
NC230	0	0	0	2.25772	L3Tip
NC232	16.63111	0	0	0	L3Tip
NC236	3.01939	0	0.60388	0	L3Tip
NC238	0	0	0	2.82034	L3Tip
NC250	0	0	0	1.59214	L3Tip
NC258	3.78424	0	0	2.27054	L3Tip
NC260	1.61604	0	0	29.08873	L3Tip
NC262	0	0	0	0	L3Tip
NC264	0.82105	0	0	4.92629	L3Tip
NC290A	0	1.21796	0	17.05138	L3Tip
NC294	0	0	0.74681	2.98725	L3Tip
NC296	0	0	0	0	L3Tip
NC296A	0.6598	0	0	0	L3Tip
NC298	0.86799	0	0	0	L3Tip
NC300	7.42332	0	10.84946	31.40634	L3Tip
NC302	0	0	0	1.73837	L3Tip
NC304	1.12618	0	0	6.194	L3Tip
NC306	0	0	1.61892	0	L3Tip
NC310	0	0.76073	0.76073	3.0429	L3Tip
NC314	1.36763	1.36763	0	4.78671	L3Tip
NC318	0	0	0	7.57954	L3Tip
NC320	0.96851	0	0	0	L3Tip
NC324	1.72121	0	0.57374	0.57374	L3Tip
NC326	4.47872	0	0	0	L3Tip
NC328	0	0	0	1.55323	L3Tip
NC33	2.94036	0	0	0	L3Tip
NC336	0	0	0	0	L3Tip
NC338	0	0	20.20546	14.03157	L3Tip
NC340	3.21161	0	0	20.07259	L3Tip
NC342	0	0	0	0.79432	L3Tip
NC344	0	0	0	7.53736	L3Tip
NC346	0	0.79032	0	0	L3Tip
NC348	0	0	0	0	L3Tip
NC350	0	0	0	0	L3Tip
NC352	0	0	0	0	L3Tip
NC354	4.83886	0	7.60392	1.38253	L3Tip
NC356	1.91064	0	0	0	L3Tip
NC358	2.31567	0	0	2.31567	L3Tip
NC360	0	0.89054	2.67162	0	L3Tip
NC362	0	0	0	0.91952	L3Tip
NC364	0	0	1.10619	0	L3Tip
NC366	3.40265	0	3.40265	45.08515	L3Tip
NC368	0	0	1.32181	1.32181	L3Tip
ND246	0	0	0	1.36143	L3Tip
OH7B	0.50119	0	0	0	L3Tip
Oh40B	1.86549	0	1.86549	0	L3Tip
Oh43E	0	0	0	0.54116	L3Tip
Oh603	10.76135	0	0	16.78771	L3Tip
Os420	0	0	0	0	L3Tip
P39Goodman-Buckler	5.33579	4.74293	0.59287	8.30012	L3Tip
Pa762	5.19845	0	0	0	L3Tip
Pa880	5.73462	0	3.82308	15.29233	L3Tip
Pa91	4.46922	1.48974	0	0.74487	L3Tip
R168	10.72248	0	0.76589	1.53178	L3Tip
R177	0	1.65225	0	1.65225	L3Tip
R229	0	0	0	10.95157	L3Tip
R4	0.81658	0	1.63316	0	L3Tip
SA24	0.41713	0	0	0	L3Tip
SC213R	2.20493	0	1.10246	8.8197	L3Tip
SC55	1.92486	0	8.66185	26.94798	L3Tip
SD40	0	0	0	0	L3Tip
SD44	0	0	0	0	L3Tip
Sg1533	0	0	0	0	L3Tip
Sg18	0	0	0	0	L3Tip
T232	13.4557	0	0	1.92224	L3Tip
T234	2.20433	0	0	0	L3Tip
T8	0	0	1.57423	3.14845	L3Tip
Tx303	0	0	0.72781	2.18344	L3Tip
Tzi11	0.85604	0	0	0	L3Tip
Tzi16	0	0	0	0.69586	L3Tip
Tzi18	14.61195	0	0	6.01669	L3Tip
Tzi25	1.50719	0	0.75359	4.52156	L3Tip
Tzi9	0	0	0	3.471	L3Tip
U267Y	1.21657	0	0	0	L3Tip
VA102	5.79069	0	0	2.48172	L3Tip
Va14	7.35282	0	0	0	L3Tip
Va17	0.61631	1.23263	1.84894	5.54683	L3Tip
Va22	10.87688	0	0	0	L3Tip
Va26	0	0	0	0	L3Tip
Va35	0.78265	0	0.78265	0.78265	L3Tip
Va59	2.29363	0	0	4.58726	L3Tip
Va85	0	0	0	0	L3Tip
Va99	8.93819	0.74485	0	0	L3Tip
VaW6	0	0	0	0	L3Tip
W117Ht	0	0	6.76394	11.44666	L3Tip
W153R	12.33737	0	0	9.59573	L3Tip
W182B	0	0	0	0	L3Tip
Wf9	0.54131	0	0	1.08261	L3Tip
Yu796	1.83671	0	1.37753	6.42849	L3Tip
i1677a	2.51222	0.62805	0	0	L3Tip
B97	5.60607	0	0	0.50964	L3Tip
BKN017	1.81873	0	0	0.90937	L3Tip
BKN018	0.53797	0	2.1519	6.45569	L3Tip
CML103	49.58228	0	0	1.7708	L3Tip
CML206	0	0	0	8.31784	L3Tip
CML330	0.63649	0	0	3.81892	L3Tip
CML411	2.74542	0	0	1.09817	L3Tip
CML418	0	0	0	4.54297	L3Tip
CML504	0.92708	0	0	0	L3Tip
CML505	3.94561	0	0	1.57825	L3Tip
CML511	0	0	0	0.7287	L3Tip
CML84	0	0	6.27686	41.42729	L3Tip
CML85	2.46951	0	0	2.46951	L3Tip
CML96	0	0	0	5.54847	L3Tip
KI3	0.52407	0	0.52407	0.52407	L3Tip
Ms71	0	0	0	0	L3Tip
N6	0	0	0.51233	0	L3Tip
Oh43	0	0.46108	0	1.38323	L3Tip
W22	0.7208	0	0	1.44161	L3Tip
W64A	0	0	0	7.18164	L3Tip
33-16	0	0	0	0	LMAD
4226	0	0	0	0	LMAD
A188	0.60481	0	0	0	LMAD
A214NGoodman-Buckler	0	0	0	0	LMAD
A441-5	0	0	0	0	LMAD
A554	0	0	0.4708	0	LMAD
A556	0	0	0	0	LMAD
A6	0	0	0	0	LMAD
A619	0	0	0.45987	0	LMAD
A632	0	0	0	0	LMAD
A641	0	0	0	0	LMAD
A654	0	0	0	0	LMAD
A659	0	0	0	0	LMAD
A661	0	0	0	0	LMAD
A679	0	0	0	0	LMAD
A682	0	0	0	0	LMAD
Ab28A	0.95025	0	0	0	LMAD
B103	1.4689	0	0.73445	1.4689	LMAD
B46	0.47685	0	0.47685	0	LMAD
B52	0.37825	0	0	0	LMAD
B64	13.98214	0	0	13.31632	LMAD
B73	0	0	0	0	LMAD
B76	0	0	0	0	LMAD
B77	4.19753	0	0	0	LMAD
B84	0.65381	0	0	0	LMAD
C123	0	0	0.89382	3.57528	LMAD
C49A	0.27593	0	0.27593	0.27593	LMAD
CH701-30	0	0	0	0	LMAD
CI21E	0	0	0	0	LMAD
CI28AGoodman-Buckler	0	0	0	0	LMAD
CI31A	0	0	0	0	LMAD
CI64	0	0	0	0	LMAD
CI66	0	0	0	6.10415	LMAD
CM105	0	0	0	0	LMAD
CM37	0	0	0	0	LMAD
CM7	0	0	0.26197	0.26197	LMAD
CML10	0	0.67188	0	0.67188	LMAD
CML108	0.62984	0	0	0	LMAD
CML11	0	0	0	0	LMAD
CML154Q	0	0	0	1.13778	LMAD
CML157Q	0	0	0	0	LMAD
CML158Q	7.89677	0	0	0	LMAD
CML218	0	0	0	1.07751	LMAD
CML220	0	0	0	0	LMAD
CML228	0.64016	0	0	0	LMAD
CML238	0	0	0	0	LMAD
CML261	0	0	0	0	LMAD
CML277	0	0	0	0	LMAD
CML314	0.64995	0	0	0	LMAD
CML322	0	0	0	0	LMAD
CML323	0	0	0	0	LMAD
CML331	0	0	0	0	LMAD
CML333	0	0	0	0	LMAD
CML341	0	0	0	0	LMAD
CML38	0	0	0	0	LMAD
CML69	0	0	0	0	LMAD
CML77	0	0	0	0	LMAD
CML91	0	0	0	0	LMAD
CMV3	0	0	0	0	LMAD
CO106	0	0	0	0	LMAD
CO125	0	0	0.51978	0	LMAD
CO255	0	0	0	0	LMAD
Ci7Goodman-Buckler	0	0	0	0	LMAD
Ci90CGoodman-Buckler	0	0	0	0	LMAD
Ci91BGoodman-Buckler	0	0	0	0	LMAD
D940Y	0	0	0	0	LMAD
DE811	0	0	0	0	LMAD
E2558W	0	0	0	0	LMAD
EP1	0	0	0.39615	0	LMAD
F2834T	0	0	0	0	LMAD
F6	0	0	0	0	LMAD
F7	0	0	0	1.07529	LMAD
GA209	0	0	0	0.60166	LMAD
GT112	0	0	0	0.52975	LMAD
H91	0	0	0	0	LMAD
H99	0	0	0	0.41429	LMAD
HP301	1.49766	0	0	0	LMAD
Hi27Goodman-Buckler	0.42698	0	0	0.42698	LMAD
I137TN	0	0	0	0	LMAD
I29	0	0	0	0	LMAD
IA2132Goodman-Buckler	0	0	0	0.53854	LMAD
IDS69	0	0	0	0	LMAD
ILLHy	0	0	0.87405	0.87405	LMAD
Ia5125	0	0	0	0	LMAD
Il14H	0	0	0	0	LMAD
K148	0	0	0	0	LMAD
K4	0	0	0	0	LMAD
K55	0	0	0	0	LMAD
K64	0	0	0	0	LMAD
KY226	0	0	0	0	LMAD
KY228	0.23423	0	0	0	LMAD
Ki11	0	0	0	0.43586	LMAD
Ki14	0	0	0	0	LMAD
Ki21	0	0	0.75606	0	LMAD
Ki44	0	0	0	0	LMAD
Ky21	0	0	0	0	LMAD
L317	0	0	0	0	LMAD
L578	0	0	0	0	LMAD
M162W	0	0	0	0	LMAD
M37W	0	0	0	0	LMAD
MEF156-55-2	0	0	0.63193	0	LMAD
MO1W	0	0	0	0	LMAD
MS1334	0	0	0.51772	0	LMAD
MS153	3.33523	0	0	0	LMAD
Mo18W	0	0	0	0	LMAD
Mo45	0	0	0	0	LMAD
Mo47	0.37911	0	0	0.75822	LMAD
Mp339	0	0	0	0	LMAD
Mt42	1.06126	0	0	0	LMAD
N192	0	0	0	0	LMAD
N28Ht	0	0	0	0	LMAD
NC222	0	0	0.55438	0.55438	LMAD
NC230	0	0	0	0	LMAD
NC232	0	0	0	0	LMAD
NC236	0	0	0	0	LMAD
NC238	0	0	0	0	LMAD
NC250	0	0	0	0	LMAD
NC258	0	0	0	0	LMAD
NC262	0	0	0	0	LMAD
NC264	0	0	0	1.55236	LMAD
NC290A	0	0	0	0	LMAD
NC294	0.57378	0	0	0	LMAD
NC296	0	0	0	0	LMAD
NC296A	0	0	0	0	LMAD
NC300	0	0	0	0	LMAD
NC302	0	0	0	0.30686	LMAD
NC304	0	0	0	0	LMAD
NC306	0	0	0	0	LMAD
NC314	0	0	0.93966	0.46983	LMAD
NC318	0	0	0	2.03696	LMAD
NC320	0	0	0	0	LMAD
NC324	0	0	0	0	LMAD
NC326	0	0	0	0	LMAD
NC328	0	0	0	0	LMAD
NC33	0	0	0	0	LMAD
NC336	0	0	0	0	LMAD
NC338	0	0	0	0	LMAD
NC340	0	0	0	0	LMAD
NC342	0	0	0	0	LMAD
NC344	0	0	0	1.02215	LMAD
NC346	0	0	0	0	LMAD
NC348	0	0	0.27917	0	LMAD
NC350	0	0	0	0	LMAD
NC352	0	0	0	0	LMAD
NC354	1.47319	0	0	0	LMAD
NC356	0	0	0	0	LMAD
NC358	0	0	0	0	LMAD
NC360	0	0	0	0	LMAD
NC366	0	0	0	0	LMAD
NC368	0	0	0	0	LMAD
ND246	0	0	0	0	LMAD
OH7B	1.08244	0	4.11326	5.19569	LMAD
Oh603	2.13801	0	0	0	LMAD
Os420	1.34605	0	4.03816	6.73027	LMAD
P39Goodman-Buckler	0.58545	0	0.58545	0	LMAD
Pa875	0.40899	0	0	0	LMAD
Pa880	0	0	0	0	LMAD
Pa91	0	0	0	0	LMAD
R168	0	0	0	0	LMAD
R229	0	0	0	0	LMAD
R4	0.64923	0	0	0	LMAD
SA24	0	0	0	0	LMAD
SC213R	0	0	0	0.72496	LMAD
SC357	0	0	0	0.32698	LMAD
SC55	0	0	0	0	LMAD
SD44	0	0	0	0	LMAD
Sg1533	0	0	0	0	LMAD
Sg18	0	0	0	0	LMAD
T232	0	0	0	0	LMAD
T234	0	0	0	0	LMAD
T8	0	0	0	0	LMAD
Tx303	0.62983	0	0	0	LMAD
Tzi11	0.62405	0	0	0	LMAD
Tzi16	0	0	0	0	LMAD
Tzi18	0	0	0	0.68227	LMAD
Tzi25	0	0	0	0	LMAD
Tzi9	0	0	0	0	LMAD
U267Y	0	0	0	0.51824	LMAD
Va14	0	0	0	0	LMAD
Va17	0.61655	0	0	0	LMAD
Va22	0	0	0	0	LMAD
Va59	0	0	0	0	LMAD
Va85	0	0	0.50865	0	LMAD
W117Ht	0	0	0	0	LMAD
W153R	0	0	0	0	LMAD
W182B	0	0	0	0.52332	LMAD
i1677a	0.62592	0	0	0	LMAD
A272	0	0	0	0	LMAD
BKN017	0	0	0	0	LMAD
BKN018	0	0	0	0	LMAD
CML103	0.41727	0	0	0	LMAD
CML206	0.40717	0	0	0.40717	LMAD
CML330	0	0	0	0	LMAD
CML411	0	0	0	0.34855	LMAD
CML504	0	0	0	0	LMAD
CML505	0	0	0	0	LMAD
CML511	0	0	0	0	LMAD
CML84	0	0	0	0	LMAD
CML85	0	0	0	0	LMAD
CML96	0	0	0	0	LMAD
KI3	0	0	0	0	LMAD
Ms71	0.60519	0	0.60519	0	LMAD
Oh43	0	0	0	0	LMAD
W22	1.8056	0	1.3542	2.25699	LMAD
33-16	0	0	0	0	LMAN
38-11Goodman-Buckler	0	0	0	0	LMAN
4226	0	0	0	0	LMAN
4722	0.20157	0	0	0	LMAN
A188	0.93127	0	0	0	LMAN
A214NGoodman-Buckler	0	0	0	0	LMAN
A239	0	0	0	2.06428	LMAN
A441-5	0	0	0	0	LMAN
A554	0	0	0	0	LMAN
A556	0	0	0	0	LMAN
A6	0	0	0	0	LMAN
A619	0	0	0	0	LMAN
A632	0	0	0	0	LMAN
A634	0	0	0	0	LMAN
A635	0	0	0	0	LMAN
A641	0	0	0	0	LMAN
A654	0	0	0	0	LMAN
A659	0	0.42134	0	0	LMAN
A661	0	0	0	0	LMAN
A679	0	0	0	0	LMAN
A680	0	0	0	0	LMAN
A682	0	0	0	0	LMAN
Ab28A	0.44802	0	0	0	LMAN
B10	0	0	0	0	LMAN
B103	0	0	0	0	LMAN
B104	1.86831	0	0	0	LMAN
B105	0	0	0	0	LMAN
B109	0	0	0	0	LMAN
B14A	0	0	0	0	LMAN
B164	0	0	0	0	LMAN
B2	0	0	0	0	LMAN
B37	0	0	0	0	LMAN
B46	0	0	0.26931	0	LMAN
B52	3.4282	0	0.38091	0	LMAN
B57	0	0	0	0	LMAN
B64	1.48359	0	0	5.93436	LMAN
B68	0	0	0	0	LMAN
B73	0	0	0	0.93151	LMAN
B75	0	0	0	0	LMAN
B76	0	0	0.62205	0	LMAN
B77	0.40101	0	0	0	LMAN
B79	0	0	0	0	LMAN
B84	0	0	0	0	LMAN
C103	0	0	0	0	LMAN
C123	0	0	0	0	LMAN
C49A	0	0	0	0	LMAN
CH701-30	0	0	0	0	LMAN
CH9	0	0	0	0.58233	LMAN
CI187-2	0.54089	0	0	0	LMAN
CI21E	0	0	0.51568	0	LMAN
CI28AGoodman-Buckler	0	0	0	0	LMAN
CI31A	0	0	0	0	LMAN
CI3A	0	0	0	0.32574	LMAN
CI64	0	0	0	0	LMAN
CI66	0	0	0	0.23953	LMAN
CM105	0	0	0	0	LMAN
CM37	0	0	0	0	LMAN
CM7	0	0	0	0	LMAN
CML10	0	0	0.55107	0	LMAN
CML108	0	0	0	0	LMAN
CML11	0	0	0	0	LMAN
CML154Q	0	0	0	0.62574	LMAN
CML157Q	0.33568	0	0.33568	0	LMAN
CML158Q	3.02712	0	0	0	LMAN
CML218	0	0	0	0	LMAN
CML220	0	0	0	0	LMAN
CML228	6.78774	0	0.75419	1.50839	LMAN
CML238	0.31495	0	0	0	LMAN
CML261	3.36995	0	0	0	LMAN
CML277	0	0	0	0	LMAN
CML314	0	0	0	0	LMAN
CML322	0	0	0	0	LMAN
CML323	0.62335	0	0	0	LMAN
CML328	0	0	0	0	LMAN
CML331	0	0	0.86042	1.72083	LMAN
CML333	0.4235	0	0	0	LMAN
CML341	0	0	1.95314	0	LMAN
CML38	0	0	0	0	LMAN
CML69	0	0	0	0	LMAN
CML77	0	0	0	0	LMAN
CML91	0.69011	0	0	0.69011	LMAN
CML92	0	0	0	2.10785	LMAN
CMV3	0	0	0.84939	0	LMAN
CO106	0	0	0	0	LMAN
CO125	0	0	0	0	LMAN
CO255	0	0.50823	0	0	LMAN
Ci7Goodman-Buckler	0	0	0	0	LMAN
Ci90CGoodman-Buckler	0	0	0	0	LMAN
Ci91BGoodman-Buckler	0	0	0	0	LMAN
D940Y	0	0	0	0	LMAN
DE1	0	0	0	0.96951	LMAN
DE811	0.52747	0	0	0	LMAN
E2558W	1.31866	0	0	0	LMAN
EP1	0	0	0	0	LMAN
F2834T	0	0	0	0	LMAN
F6	0	0	0	0	LMAN
F7	0	0	0	0	LMAN
GA209	0	0	0	0	LMAN
GT112	0	0	0	0.3392	LMAN
H105W	0	0	0	0	LMAN
H49	3.0682	0	64.43217	65.4549	LMAN
H84	0	0	0	0	LMAN
H91	0	0	0	0	LMAN
H95	0	0	0	0	LMAN
H99	0	0	0	0.70058	LMAN
HP301	0	0	0.37961	0	LMAN
Hi27Goodman-Buckler	0	0	0	0	LMAN
I137TN	0	0	0	0	LMAN
I205	0	0	0	0	LMAN
I29	0	0	0	0	LMAN
IA2132Goodman-Buckler	0	0	1.16415	2.91037	LMAN
IDS28	0	0	0	0	LMAN
IDS69	0	0	16.1838	48.19175	LMAN
IDS91	0	0	0	1.72924	LMAN
ILLHy	0	0	0	0	LMAN
Ia5125	0	0	0	0	LMAN
Il101	0.47418	0	0.47418	3.79341	LMAN
Il14H	0	0	0	0	LMAN
K148	0	0	0	0	LMAN
K4	0	0	0	0	LMAN
K55	0.51221	0	1.02442	32.7814	LMAN
K64	0	0	0	0	LMAN
KY226	0	0	0	0	LMAN
KY228	0	0	1.40754	0	LMAN
Ki11	0.40201	0	0	0	LMAN
Ki14	0	0	0	0	LMAN
Ki21	0	0	0	0	LMAN
Ki44	0	0	0	0	LMAN
Ky21	0.29924	0	0	0	LMAN
L317	0	0	0	0	LMAN
L578	0	0	0.2887	0.57739	LMAN
M14	2.02062	0	8.08247	19.19587	LMAN
M162W	0	0	0	0	LMAN
M37W	0.48681	0	0	0	LMAN
MEF156-55-2	0	0	0	0.52882	LMAN
MO1W	0	0	0	0	LMAN
MS1334	0	0	0	0.48381	LMAN
MS153	1.41738	0	0	0	LMAN
Mo17	1.06367	0	0	0	LMAN
Mo18W	0	0	0.31444	0	LMAN
Mo44	0.54127	0	0	0	LMAN
Mo45	0	0	0	0	LMAN
Mo46	4.34788	0	0.36232	0.72465	LMAN
Mo47	0	0	0	0	LMAN
Mp339	0	0	0	0	LMAN
Mt42	0	0	0	0	LMAN
N192	0	0	0	0	LMAN
N28Ht	0	0	0	0	LMAN
NC222	0	0	0	0	LMAN
NC230	0	0	0	0	LMAN
NC232	0	0	0	0	LMAN
NC236	0	0	0.27376	2.73764	LMAN
NC238	0	0	0	0	LMAN
NC250	0.32572	0	0.32572	0	LMAN
NC258	0	0	0	0	LMAN
NC260	0	0	0	1.15118	LMAN
NC262	0	0	0	0	LMAN
NC264	0	0	4.71513	5.14378	LMAN
NC290A	0	0	0	0	LMAN
NC294	0	0	0	0	LMAN
NC296	0.24236	0	0	0	LMAN
NC296A	0.29792	0	0	0	LMAN
NC300	0	0	0	0	LMAN
NC302	0	0	0	0	LMAN
NC304	0	0	0	0	LMAN
NC306	0	0	0	0	LMAN
NC310	0	0	0	0	LMAN
NC314	0	0	0	2.28017	LMAN
NC318	0	0	0	1.98542	LMAN
NC320	0	0	0	0	LMAN
NC324	0	0	0	0	LMAN
NC326	0	0	0	0	LMAN
NC328	0	0	0	0	LMAN
NC33	0	0	0	0	LMAN
NC336	0	0	0	0	LMAN
NC338	0	0	0	0.69206	LMAN
NC340	3.7985	0	2.11028	19.41456	LMAN
NC342	0	0	0	0	LMAN
NC344	0	0	0	1.04246	LMAN
NC346	0	0	0	0	LMAN
NC348	0	0	0	0	LMAN
NC350	0	0	0	0	LMAN
NC352	0	0	0	0	LMAN
NC354	0.48719	0	0	0	LMAN
NC356	0	0	0	0	LMAN
NC358	0	0	0	0.57831	LMAN
NC360	0	0	0.31814	0	LMAN
NC362	0	0	0	0	LMAN
NC364	0	0	0	0	LMAN
NC366	0	0	0	0	LMAN
NC368	0	0	0	0	LMAN
ND246	0	0	3.43483	3.43483	LMAN
OH7B	0	0	0	0	LMAN
Oh40B	0	0	0	0	LMAN
Oh43E	0	0	0	0	LMAN
Oh603	0	0	1.03062	0.68708	LMAN
Os420	0.46128	0	0	0	LMAN
P39Goodman-Buckler	0	0	0	0	LMAN
Pa762	0	0	36.27469	99.97658	LMAN
Pa875	0	0	0.38793	8.53435	LMAN
Pa880	0	0	0	0.83411	LMAN
Pa91	0	0	0	0	LMAN
R168	0	0	0	0	LMAN
R177	0	0	0	0.57715	LMAN
R229	0	0	0	0	LMAN
R4	0	0	0	0	LMAN
SA24	0	0	0	0	LMAN
SC213R	0	0	0	0.88903	LMAN
SC357	0	0	0	0	LMAN
SC55	0.4059	0	0	0	LMAN
SD40	0	0	0	0	LMAN
SD44	0	0	0.33427	0.33427	LMAN
Sg1533	0	0	0.62551	0	LMAN
Sg18	0	0	0	0	LMAN
T232	0.53583	0	0	0.26791	LMAN
T234	0	0	0.31287	0	LMAN
T8	0.479	0	0.479	0	LMAN
Tx303	0	0	0	0	LMAN
Tzi11	0	0	0	0	LMAN
Tzi16	0	0	0	0	LMAN
Tzi18	0.40926	0	0	0	LMAN
Tzi25	0.2715	0	0	0	LMAN
Tzi9	0	0	0	0	LMAN
U267Y	0	0	0	0	LMAN
VA102	0	0	0	0	LMAN
Va14	0	0	0	1.0228	LMAN
Va17	0	0.27874	0	0	LMAN
Va22	0	0	0.3834	1.5336	LMAN
Va26	0	0	0	1.35069	LMAN
Va35	0	0	0	0	LMAN
Va59	0	0	0	0	LMAN
Va85	0	0	0	0	LMAN
Va99	0	0	0	0	LMAN
VaW6	0	0	0	0	LMAN
W117Ht	0	0	0.67433	0.67433	LMAN
W153R	0	0	0	0	LMAN
Wf9	0	0	8.58505	59.08532	LMAN
Yu796	0	0	0	0	LMAN
i1677a	0.54724	0	0	0	LMAN
A272	0	0	0	0.53264	LMAN
B97	0.34871	0	1.74356	1.04613	LMAN
BKN017	0	0	0.51173	0	LMAN
BKN018	0.61655	0	0	0	LMAN
CML103	0.46127	0	0	0	LMAN
CML206	1.40343	0	1.40343	0	LMAN
CML330	2.45303	0	0.81768	0.81768	LMAN
CML411	0	0	2.26696	0	LMAN
CML418	0	0	0	0	LMAN
CML504	4.10083	0	0	0	LMAN
CML505	0	0	0	0	LMAN
CML511	3.02902	0	0.75725	0.75725	LMAN
CML84	0.57471	0	0.57471	0.57471	LMAN
CML85	0.82056	0	0.82056	0	LMAN
CML96	0.75472	0	0	1.50945	LMAN
KI3	0	0	0	0	LMAN
Ms71	0	0	0	0	LMAN
N6	0	0	0	0	LMAN
Oh43	0	0	0	0	LMAN
W22	0	0	0	0	LMAN
W64A	0	0	0.40825	6.12374	LMAN
