id,category,trait,tissue,padj
GRMZM2G100448,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,1
GRMZM2G100448,Metabolite,X.9750..citrulline.2..16.691,GRoot,1
GRMZM2G100524,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,0.249156888382165
GRMZM2G100524,Metabolite,X.5962..L.lysine.2..17.643,GRoot,0.0346048429957158
GRMZM2G100716,Metabolite,X.439242..Raffinose..29.282,L3Base,1
GRMZM2G100716,Metabolite,X.6912..xylitol..15.376,GRoot,1
GRMZM2G100858,Metabolite,X.827..ribitol..15.66,Kern,0.000141851185124553
GRMZM2G100858,other,Spikelets.PrimaryBranch,LMAD,1
GRMZM2G100881,Leaf Morphology,LeafLength,GShoot,0.00107062598230789
GRMZM2G100881,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAD,1
GRMZM2G101080,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,0.0125754851876074
GRMZM2G101080,Metabolite,X.750..glycine..10.456..s100,GShoot,1
GRMZM2G101130,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G101130,Metabolite,X.791..DL.isoleucine.2..10.225,GRoot,1
GRMZM2G101250,Flowering Time,AnthesistoSilkInterval,GRoot,1
GRMZM2G101250,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G101250,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G101282,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G101282,Metabolite,X.444266..maleic.acid..10.323,L3Tip,1
GRMZM2G101282,Metabolite,X.444972..fumaric.acid..10.94,L3Tip,1
GRMZM2G101460,Metabolite,X.439242..Raffinose..29.282,LMAD,1
GRMZM2G101460,Metabolite,X.439451..galactinol.2..26.479,GShoot,1
GRMZM2G101460,Metabolite,X.439451..galactinol.2..26.479,LMAD,1
GRMZM2G101613,Metabolite,X.236..L.asparagine.2..14.984,GRoot,0.0238260077742742
GRMZM2G101613,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G101613,Metabolite,X.5962..L.lysine.2..17.643,GRoot,1
GRMZM2G101613,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,0.51928690062558
GRMZM2G101613,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,Kern,0.0948831956870801
GRMZM2G101613,Metabolite,X.754..glycerol.1.phosphate..16.056,GRoot,0.0135133350769174
GRMZM2G101938,Metabolite,X.439242..Raffinose..29.282,GRoot,1
GRMZM2G101938,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Base,1
GRMZM2G102059,Metabolite,X.827..ribitol..15.66,LMAN,0.000274638348548351
GRMZM2G102059,Metabolite,X.892..myo.inositol..19.354..s100,LMAD,1
GRMZM2G102075,other,GerminationCount,L3Tip,1
GRMZM2G102075,other,StandCount,L3Tip,0.916368929619737
GRMZM2G102138,Metabolite,X.60961..adenosine..23.825,L3Base,1
GRMZM2G102138,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,LMAD,1
GRMZM2G102216,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,1
GRMZM2G102216,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G102238,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G102238,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G102238,Seed Traits,CobWeight,L3Tip,0.680188751526503
GRMZM2G102475,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,LMAN,1
GRMZM2G102475,Metabolite,X.5460407..threonic.acid..13.652,Kern,1
GRMZM2G102475,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G102475,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAD,1
GRMZM2G102601,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G102601,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G102605,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,1
GRMZM2G102605,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G102657,Metabolite,X.439194..glyceric.acid..10.735,L3Base,0.880329702324564
GRMZM2G102657,Metabolite,X.5460407..threonic.acid..13.652,Kern,1
GRMZM2G102662,Metabolite,X.2116..alpha.tocophereol..27.379,Kern,1
GRMZM2G102662,Metabolite,X.700..ethanolamine..9.879,GRoot,0.922881742075032
GRMZM2G102711,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G102711,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G102711,Metabolite,X.6287..L.valine.2..9.151,L3Tip,1
GRMZM2G102779,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAN,1
GRMZM2G102779,Metabolite,X.6106..L.leucine.2..9.945,LMAN,0.412372305655334
GRMZM2G102802,Metabolite,X.448388..D.allose.1..17.278,LMAN,0.000201279234026686
GRMZM2G102802,Metabolite,X.6255..maltose..2..24.915,Kern,1
GRMZM2G102915,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G102915,other,EarDiameter,LMAD,0.0179179138552512
GRMZM2G102923,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G102923,Metabolite,X.6287..L.valine.2..9.151,GShoot,0.016180061758398
GRMZM2G102946,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G102946,Metabolite,X.6288..L.threonine.2..11.464,GShoot,0.689412607812872
GRMZM2G102968,other,StandCount,LMAD,1
GRMZM2G102968,Seed Traits,CobWeight,GRoot,1
GRMZM2G103236,Metabolite,X.444266..maleic.acid..10.323,Kern,1
GRMZM2G103236,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G103245,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G103245,other,Spikelets.PrimaryBranch,GRoot,0.0735757896738734
GRMZM2G103266,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G103266,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G103512,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G103512,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G103512,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G103512,Metabolite,X.5962..L.lysine.2..17.643,GRoot,1
GRMZM2G103512,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,1
GRMZM2G103748,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Tip,1
GRMZM2G103748,Metabolite,X.5280450..linoleic.acid..20.399,GRoot,0.218840625444712
GRMZM2G103748,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G103840,Flowering Time,DaystoSilk,L3Tip,1
GRMZM2G103840,Flowering Time,DaysToTassel,L3Tip,0.00858904465377153
GRMZM2G103847,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,0.068569913302456
GRMZM2G103847,other,SeedSetLength,L3Tip,1
GRMZM2G103873,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G103873,Metabolite,X.892..myo.inositol..19.354..s100,GShoot,0.377344540893187
GRMZM2G103909,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,LMAD,1
GRMZM2G103909,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G103945,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G103945,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Tip,1
GRMZM2G104012,Metabolite,X.5988..Sucrose..23.988..s100,LMAD,1
GRMZM2G104012,Seed Traits,X20KernelWeight,LMAD,0.000504073853036857
GRMZM2G104013,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G104013,Metabolite,X.5460407..threonic.acid..13.652,LMAN,1
GRMZM2G104166,Metabolite,X.60961..adenosine..23.825,GRoot,1
GRMZM2G104166,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,1
GRMZM2G104166,other,TasselBranchLength,LMAN,1
GRMZM2G104231,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,Kern,1
GRMZM2G104231,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,1
GRMZM2G104231,Metabolite,X.6255..maltose.1..24.702,L3Tip,1
GRMZM2G104269,Metabolite,X.6255..maltose.1..24.702,GShoot,1
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,1
GRMZM2G104269,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,LMAD,1
GRMZM2G104316,Flowering Time,DaystoSilk,LMAN,0.000411801473009898
GRMZM2G104316,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G104410,Metabolite,X.6255..maltose.1..24.702,LMAD,1
GRMZM2G104410,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAD,1
GRMZM2G104418,Metabolite,X.444266..maleic.acid..10.323,Kern,1
GRMZM2G104418,Metabolite,X.5460935..turanose.1..24.81,GRoot,1
GRMZM2G104418,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Tip,0.0499611976111638
GRMZM2G104419,Female Inflorescence,EarRowNumber,L3Tip,1
GRMZM2G104419,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G104494,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GRoot,1
GRMZM2G104494,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,1
GRMZM2G104494,Metabolite,X.835..dehydroascorbic.acid..1..16.863,GRoot,4.35207425653061e-12
GRMZM2G104494,other,StandCount,GRoot,1
GRMZM2G104620,Metabolite,X.128869..galactonic.acid.2..18.504,LMAD,1
GRMZM2G104620,Metabolite,X.60961..adenosine..23.825,Kern,1
GRMZM2G104730,Female Inflorescence,EarRankNumber,L3Base,0.787455703111408
GRMZM2G104730,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G104730,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Base,1
GRMZM2G104730,other,NumberofTilleringPlants,L3Base,0.439295936320599
GRMZM2G104768,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,1
GRMZM2G104768,Metabolite,X.700..ethanolamine..9.879,L3Base,1
GRMZM2G105085,Metabolite,X.444266..maleic.acid..10.323,GRoot,8.2174091797782e-07
GRMZM2G105085,other,GerminationCount,GRoot,0.0526204405181752
GRMZM2G105428,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,1
GRMZM2G105428,Metabolite,X.700..ethanolamine..9.879,GShoot,1
GRMZM2G105438,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G105438,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G105598,Metabolite,X.439242..Raffinose..29.282,GRoot,1
GRMZM2G105598,other,NIROil,LMAD,0.350309046007774
GRMZM2G105652,Flowering Time,AnthesistoSilkInterval,GShoot,0.00397951429725074
GRMZM2G105652,Flowering Time,GDDAnthesis.SilkingInterval,GShoot,0.0466781064851372
GRMZM2G105869,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G105869,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G105869,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G105869,Metabolite,X.5951..L.serine.2..11.174..s100,L3Tip,0.780448169315964
GRMZM2G105869,Metabolite,X.6288..L.threonine.2..11.464,L3Tip,1
GRMZM2G105869,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G105999,Metabolite,X.204..allantoin.1..17.293,LMAD,1
GRMZM2G105999,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G105999,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,0.987566886984338
GRMZM2G105999,Metabolite,X.6255..maltose..2..24.915,L3Tip,0.701404681749736
GRMZM2G105999,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G106056,Metabolite,X.5460935..turanose.1..24.81,GShoot,7.48856194832115e-08
GRMZM2G106056,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G106105,Metabolite,X.5460935..turanose.1..24.81,GRoot,1
GRMZM2G106105,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G106190,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G106190,Leaf Morphology,LeafLength,GShoot,0.88816179137907
GRMZM2G106190,other,SouthernLeafBlight,LMAD,1
GRMZM2G106393,Metabolite,X.5460935..turanose.1..24.81,L3Tip,1
GRMZM2G106393,Metabolite,X.971..oxalic.acid..7.883,L3Tip,1
GRMZM2G106408,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,GShoot,0.328451830818646
GRMZM2G106408,Metabolite,X.444972..fumaric.acid..10.94,GRoot,1
GRMZM2G106427,Development,EarHeight,L3Base,1
GRMZM2G106427,Metabolite,X.5460935..turanose.1..24.81,GRoot,1
GRMZM2G106427,Metabolite,X.92824..D.malic.acid..12.794..s100,Kern,0.207079375952289
GRMZM2G106526,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,1
GRMZM2G106526,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G106552,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G106552,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G106552,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,0.424633533473421
GRMZM2G106552,Metabolite,X.5321515..stigmasterol..28.442,LMAD,1
GRMZM2G106552,Metabolite,X.5960..aspartic.acid.2..13.207,GShoot,0.0014035329812534
GRMZM2G106552,Metabolite,X.5960..aspartic.acid.2..13.207,L3Base,1
GRMZM2G106578,Metabolite,X.1549111..caffeic.acid..19.755,L3Tip,1
GRMZM2G106578,Metabolite,X.311..citric.acid..16.615..s100,LMAD,1
GRMZM2G106578,Metabolite,X.5984..fructose.1..17.18..s100,L3Tip,1
GRMZM2G106683,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G106683,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,0.0193245961399358
GRMZM2G106683,Metabolite,X.6057..tyrosine.2..17.871,Kern,0.361790631191788
GRMZM2G106683,Metabolite,X.6106..L.leucine.2..9.945,Kern,0.996196238748459
GRMZM2G106683,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G107082,Metabolite,X.2116..alpha.tocophereol..27.379,GRoot,0.132396613800918
GRMZM2G107082,other,Spikelets.PrimaryBranch,LMAD,1
GRMZM2G107417,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G107417,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G107639,Metabolite,X.128869..galactonic.acid.2..18.504,GShoot,1
GRMZM2G107639,Seed Traits,X20KernelWeight,GShoot,0.100117222880562
GRMZM2G107756,Flowering Time,GDDDaystoSilk,GShoot,1
GRMZM2G107756,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G107756,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G107756,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G107774,Flowering Time,DaystoSilk,GShoot,1
GRMZM2G107774,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,GShoot,1
GRMZM2G107774,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GShoot,1
GRMZM2G108008,Metabolite,X.5988..Sucrose..23.988..s100,L3Base,1
GRMZM2G108008,Metabolite,X.5988..Sucrose..23.988..s100,LMAD,1
GRMZM2G108309,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,LMAN,1
GRMZM2G108309,other,StandCount,L3Base,0.762471759275639
GRMZM2G108318,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G108318,Metabolite,X.311..citric.acid..16.615..s100,LMAD,1
GRMZM2G108318,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G108477,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G108477,Metabolite,X.971..oxalic.acid..7.883,GRoot,0.00246956597648507
GRMZM2G108487,Flowering Time,DaystoSilk,LMAN,5.22238628888339e-05
GRMZM2G108487,Flowering Time,GDDDaystoSilk,LMAN,0.00454692383773558
GRMZM2G108509,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,0.000419356300908724
GRMZM2G108509,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,1
GRMZM2G108509,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G108509,Metabolite,X.6288..L.threonine.2..11.464,LMAD,0.504273341703573
GRMZM2G108509,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G108509,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Tip,0.00712025119648785
GRMZM2G108514,Metabolite,X.1001..phenethylamine..13.742,L3Tip,1
GRMZM2G108514,other,StandCount,LMAD,1
GRMZM2G108619,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G108619,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GShoot,0.112656306885232
GRMZM2G108619,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,GShoot,0.0567226344460745
GRMZM2G108686,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,GRoot,1
GRMZM2G108686,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.00196921992916632
GRMZM2G108741,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G108741,Metabolite,X.791..DL.isoleucine.2..10.225,GRoot,1
GRMZM2G108807,Metabolite,X.6255..maltose..2..24.915,GShoot,0.998916488496932
GRMZM2G108807,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G108833,Metabolite,X.6255..maltose..2..24.915,GRoot,1
GRMZM2G108833,Metabolite,X.6255..maltose..2..24.915,Kern,1
GRMZM2G108871,Metabolite,X.642609..trans.caftaric.acid.2..25.529,GRoot,1
GRMZM2G108871,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,0.725712705348631
GRMZM2G108874,Metabolite,X.311..citric.acid..16.615..s100,GRoot,0.0156341421715185
GRMZM2G108874,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G109217,Metabolite,X.700..ethanolamine..9.879,Kern,0.932071279192637
GRMZM2G109217,Metabolite,X.892..myo.inositol..19.354..s100,Kern,1
GRMZM2G109284,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G109284,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G109668,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,0.66952180623545
GRMZM2G109668,Metabolite,X.444972..fumaric.acid..10.94,L3Base,1
GRMZM2G109668,Metabolite,X.444972..fumaric.acid..10.94,L3Tip,0.582530227570736
GRMZM2G109668,Metabolite,X.444972..fumaric.acid..10.94,LMAN,0.882497934244894
GRMZM2G109977,Metabolite,X.6287..L.valine.2..9.151,GShoot,1
GRMZM2G109977,Metabolite,X.738..L.glutamine.2..14.083,GShoot,1
GRMZM2G109977,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G110109,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G110109,other,MiddleLeafAngle,L3Tip,0.000968069403693539
GRMZM2G110141,Metabolite,X.128869..galactonic.acid.2..18.504,GShoot,1
GRMZM2G110141,Metabolite,X.444972..fumaric.acid..10.94,GShoot,1
GRMZM2G110141,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G110195,Metabolite,X.439451..galactinol.2..26.479,GShoot,0.36826857449289
GRMZM2G110195,other,NumberofTilleringPlants,L3Tip,0.00472530811562244
GRMZM2G110198,Development,EarHeight,GRoot,0.000495322897545725
GRMZM2G110198,Development,PlantHeight,GRoot,0.0947063990417245
GRMZM2G110289,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G110289,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,1
GRMZM2G110289,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,1
GRMZM2G110304,Metabolite,X.754..glycerol.1.phosphate..16.056,GShoot,0.962775710924922
GRMZM2G110304,Metabolite,X.754..glycerol.1.phosphate..16.056,Kern,1
GRMZM2G110412,Metabolite,X.236..L.asparagine.2..14.984,Kern,0.993806975071516
GRMZM2G110412,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G110412,Metabolite,X.5988..Sucrose..23.988..s100,L3Tip,1
GRMZM2G110412,Metabolite,X.6057..tyrosine.2..17.871,Kern,1
GRMZM2G110412,Metabolite,X.6106..L.leucine.2..9.945,Kern,0.730721204563661
GRMZM2G110412,Metabolite,X.6287..L.valine.2..9.151,Kern,1
GRMZM2G110412,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G110412,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,0.665517818363203
GRMZM2G110412,Metabolite,X.8742..shikimic.acid..16.433..s100,L3Tip,1
GRMZM2G110412,other,Spikelets.PrimaryBranch,L3Base,0.342112924699898
GRMZM2G110582,Metabolite,X.439194..glyceric.acid..10.735,GShoot,0.156538777672894
GRMZM2G110582,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Base,1
GRMZM2G110646,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G110646,other,MainSpikeLength,Kern,0.170434128778483
GRMZM2G110881,Metabolite,X.5960..aspartic.acid.2..13.207,Kern,0.0173186724525025
GRMZM2G110881,Metabolite,X.5962..L.lysine.2..17.643,L3Base,0.00274458452209991
GRMZM2G110881,Metabolite,X.827..ribitol..15.66,Kern,0.00575385467754286
GRMZM2G111123,Metabolite,X.1001..phenethylamine..13.742,Kern,0.950404947575441
GRMZM2G111123,Metabolite,X.5984..fructose.1..17.18..s100,Kern,1
GRMZM2G111208,Metabolite,X.5988..Sucrose..23.988..s100,GShoot,0.0985698091760039
GRMZM2G111208,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G111208,Metabolite,X.738..L.glutamine.2..14.083,GShoot,9.16256034044771e-06
GRMZM2G111225,other,NIROil,LMAD,1
GRMZM2G111225,other,NIRProtein,L3Base,1
GRMZM2G111451,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G111451,other,MiddleLeafAngle,Kern,1
GRMZM2G111504,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAD,1
GRMZM2G111504,Seed Traits,TotalKernelVolume,LMAD,1
GRMZM2G111529,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GShoot,0.000235839494977519
GRMZM2G111529,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,Kern,0.00207349130305623
GRMZM2G111593,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G111593,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAD,1
GRMZM2G111679,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G111679,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G111679,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G111713,Metabolite,X.6912..xylitol..15.376,L3Tip,1
GRMZM2G111713,Seed Traits,CobWeight,Kern,1
GRMZM2G111922,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G111922,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G111922,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,1
GRMZM2G112057,Male Inflorescence,TasselPrimaryBranches,LMAN,1
GRMZM2G112057,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G112782,Metabolite,X.6057..tyrosine.2..17.871,GShoot,1
GRMZM2G112782,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G113016,Metabolite,X.6057..tyrosine.2..17.871,Kern,1
GRMZM2G113016,other,StandCount,L3Base,0.775912551603986
GRMZM2G113127,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G113127,Flowering Time,GDDDaystoSilk,LMAN,0.284929720328669
GRMZM2G113127,Metabolite,X.1549111..caffeic.acid..19.755,GShoot,0.00481614151660326
GRMZM2G113127,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G113156,Development,EarHeight,GRoot,1
GRMZM2G113156,Development,PlantHeight,GRoot,0.253204314823386
GRMZM2G113156,Female Inflorescence,EarRankNumber,GRoot,1
GRMZM2G113156,other,RowQuality,GRoot,1
GRMZM2G113163,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,0.0198877847663148
GRMZM2G113163,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G113163,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Tip,1
GRMZM2G113181,Metabolite,X.5321342..beta.sitosterol..28.848,LMAD,1
GRMZM2G113181,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Tip,1
GRMZM2G113239,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,1
GRMZM2G113239,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Base,0.851874668236559
GRMZM2G113239,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Base,1
GRMZM2G113239,Metabolite,X.5960..aspartic.acid.2..13.207,LMAD,1
GRMZM2G113239,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G113239,Metabolite,X.5962..L.lysine.2..17.643,L3Base,1
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,0.925145583739329
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,Kern,0.47595782949261
GRMZM2G113239,Metabolite,X.6262..L.ornithine.2..16.632,L3Base,0.520936922420475
GRMZM2G113239,Metabolite,X.6288..L.threonine.2..11.464,GShoot,0.92211985250066
GRMZM2G113239,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G113239,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Base,1
GRMZM2G113276,Metabolite,X.5460407..threonic.acid..13.652,GShoot,0.0678101841413361
GRMZM2G113276,Metabolite,X.5960..aspartic.acid.2..13.207,GShoot,0.601260516487635
GRMZM2G113295,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,1
GRMZM2G113295,Metabolite,X.6255..maltose.1..24.702,LMAD,1
GRMZM2G113409,Metabolite,X.738..L.glutamine.2..14.083,L3Base,0.0284164661820754
GRMZM2G113409,other,SecondaryBranchNumber,L3Tip,0.000144175196354013
GRMZM2G113432,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G113432,Seed Traits,CobWeight,GRoot,1
